Book Id,Title,Author,isbn,isbn13,publication_date,publisher,genres
27881,Wildfire (Drinker of Souls: Wild Magic  #2),Jo Clayton,886775140,9780886775148,6/2/1992,DAW,Fantasy;Fiction;Science Fiction;Science Fiction Fantasy
27883,A Sudden Wild Magic,Diana Wynne Jones,575601973,9780575601970,7/1/1997,Gollehon Books,Fantasy/Fiction/Young Adult/Fantasy: Magic/Science Fiction/Humor/Adult/Speculative Fiction/Fantasy: Urban Fantasy/Literature: 20th Century
27885,Wild Magic (Drinker of Souls: Wild Magic  #1),Jo Clayton,886774969,9780886774967,12/3/1991,DAW,Fantasy;Science Fiction;Science Fiction Fantasy;Fiction
27889,Exile's Children (Exiles  #1),Angus Wells,553299034,9780553299038,10/1/1996,Spectra,Fantasy;Fiction;Science Fiction Fantasy;Own
27892,Lords of the Sky,Angus Wells,553572660,9780553572667,10/6/1995,Spectra,Fantasy/Fiction/Fantasy: Dragons/Science Fiction Fantasy/Science Fiction/Adult
27897,On a Dark Night I Left My Silent House,Peter Handke/Krishna Winston,374175470,9780374175474,11/8/2000,Farrar Straus Giroux,Fiction/Nobel Prize/Literary Fiction/Literature/Novels/European Literature: German Literature/Contemporary
27923,Selected Writings,Augustine of Hippo/Emilie Griffin/Mary T. Clark/Francine du Plessix Gray,60754664,9780060754662,5/30/2006,HarperCollins (SanFrancisco),Religion: Christianity/Religion/Religion: Theology/Spirituality
27924,The Essential Augustine,Augustine of Hippo/Vernon J. Bourke,915144077,9780915144075,8/1/1978,Hackett Publishing Company (Indianapolis  IN),Philosophy/Religion: Theology/Religion/Nonfiction/Religion: Christianity/Classics/History/Politics
27932,A Mortal Bane (Magdalene La Batarde  #1),Roberta Gellis,081257236X,9780812572360,9/17/2001,Tor Books,Mystery/Historical: Historical Fiction/Fiction/Historical/Mystery: Historical Mystery/Historical: Medieval/Thriller: Mystery Thriller/Literature: 12th Century/Audiobook/Mystery: Crime
27943,Crimes Against Nature: How George W. Bush and His Corporate Pals Are Plundering the Country and Hijacking Our Democracy,Robert F. Kennedy Jr.,60746874,9780060746872,8/3/2004,Harper,Nonfiction/Politics/Environment/Science/History/Biology: Ecology
27971,A Lie and a Libel: The History of the Protocols of the Elders of Zion,Binjamin W. Segel/Richard S. Levy/Sergei Nilus,803292457,9780803292451,8/1/1996,University of Nebraska Press,History/Nonfiction/Judaism: Judaica
27988,Citizen X: Killer Department,Robert Cullen,804111642,9780804111645,10/4/1993,Ivy Books,Crime: True Crime/Nonfiction/History/Mystery: Crime/Biography/Psychology/Cultural: Russia
27991,A Mulligan for Bobby Jobe: A Novel,Bob Cullen,60933526,9780060933524,5/7/2002,Harper Perennial,Fiction
27999,Close Range,Annie Proulx,684852225,9780684852225,2/10/2000,Scribner,Short Stories/Fiction/Westerns/LGBT/Literature/Literature: American/Contemporary/Literary Fiction/The United States Of America/LGBT: Queer
28001,Accordion Crimes,Annie Proulx,684831546,9780684831541,6/17/1997,Scribner,Fiction/Historical: Historical Fiction/Short Stories/Literary Fiction/Music/Literature/The United States Of America/Literature: American/Novels/Historical
28003,Heart Songs and Other Stories,Annie Proulx,20360754,9780020360759,3/17/1995,Scribner,Short Stories/Fiction/Literary Fiction/Literature: American/Literature/The United States Of America/Contemporary/Literature: 20th Century/Cultural: Canada/Womens
28004,Cider,Annie Proulx/Lew Nichols,1580175201,9781580175203,9/8/2003,Storey Publishing  LLC,Nonfiction/Food and Drink: Food/Food and Drink: Cooking/Food and Drink: Cookbooks/Beer: Brewing/Reference/Horticulture: Gardening/Science/Art: Crafts/Cooking: Food Preservation
28012,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,743222989,9780743222983,1/5/2004,Atria Books,Psychology/Nonfiction/Self Help/Self Help: Personal Development/Science/Business/Philosophy/Health: Mental Health/Education/Inspirational
28022,Shamanism: Archaic Techniques of Ecstasy,Mircea Eliade/Wendy Doniger/Willard R. Trask,691119422,9780691119427,2/8/2004,Princeton University Press,Religion/History/Nonfiction/Anthropology/Spirituality/Fantasy: Mythology/Philosophy/Psychology/Occult/Religion: Paganism
28023,Images and Symbols: Studies in Religious Symbolism,Mircea Eliade/Philip Mairet,069102068X,9780691020686,6/25/1991,Princeton University Press (NJ),Religion/Nonfiction/Philosophy/Fantasy: Mythology/Anthropology/History/Psychology/Cultural: Romania/Spirituality/European Literature: Romanian Literature
28025,The Myth of the Eternal Return or  Cosmos and History,Mircea Eliade/Willard R. Trask,691017778,9780691017778,11/21/1971,Princeton University Press,Philosophy/Religion/Nonfiction/Fantasy: Mythology/History/Anthropology/Spirituality/Psychology/Religion: Theology/European Literature: Romanian Literature
28026,Youth Without Youth & Other Novellas (Romanian Literature & Thought in Translation),Mircea Eliade/Mac L. Ricketts/Matei Călinescu,814204570,9780814204573,8/31/1988,Ohio State University Press,Fiction/European Literature: Romanian Literature/Cultural: Romania/Literature/Science Fiction/Novels/Literature: 20th Century/Classics/Short Stories/Sci Fi Fantasy
28028,Bengal Nights,Mircea Eliade/Catherine Spencer,226204197,9780226204192,4/1/1995,University of Chicago Press,Classics/European Literature: Romanian Literature/Fiction/Romance/Academic: School/Academic: Read For School/Literature/Cultural: Romania/Cultural: India/Literature: 20th Century
28029,Myth and Reality,Mircea Eliade/Willard R. Trask,1577660099,9781577660095,6/1/1998,Waveland Press,Religion/Fantasy: Mythology/Philosophy/Nonfiction/Anthropology/History/Psychology/Spirituality/Sociology/Writing: Essays
28052,Dark Intimacy: Hope for Those in Difficult Prayer-Experiences,David J. Hassel,829407081,9780829407082,6/28/1990,Loyola Press (Chicago),Religion
28053,As Eve Said to the Serpent: On Landscape  Gender  and Art,Rebecca Solnit,820324930,9780820324937,3/17/2003,University of Georgia Press,Art/Nonfiction/Writing: Essays/Feminism/Gender/Gender: Gender Studies/Philosophy/Philosophy: Theory/Environment/Womens Studies: Feminist Theory
28054,River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,142004103,9780142004104,3/2/2004,Penguin Books,History/Nonfiction/Biography/Art: Photography/Art/Science: Technology/Science/Culture: Film/Cultural/Art: Art History
28055,Wanderlust: A History of Walking,Rebecca Solnit,140286012,9780140286014,6/1/2001,Penguin Books (London),Nonfiction/History/Travel/Writing: Essays/Travel: Walking/Philosophy/Environment: Nature/Autobiography: Memoir/Audiobook/Unfinished
28056,Storming the Gates of Paradise: Landscapes for Politics,Rebecca Solnit,520251091,9780520251090,6/18/2007,University of California Press,Nonfiction/Writing: Essays/Politics/History/Environment/Art/Travel/Environment: Nature/Female Authors/Short Stories
28061,Situationist International Anthology: Revised and Expanded Edition,Ken Knabb,939682044,9780939682041,3/1/2007,Bureau of Public Secrets,Philosophy/Art/Nonfiction/Politics/Philosophy: Theory/History/Sociology/Anarchism/Writing: Essays/Cultural
28067,Leaving the 20th Century: The Incomplete Work of the Situationist International,Chris Gray/Larry  Law,946061157,9780946061150,4/20/1998,Rebel Press,Nonfiction/Art/Philosophy/Politics/Philosophy: Theory
28074,Barrel Fever and Other Stories,David Sedaris/Amy Sedaris,1586212214,9781586212216,10/1/2001,Grand Central Publishing,Humor/Nonfiction/Writing: Essays/Short Stories/Autobiography: Memoir/Humor: Comedy/Audiobook/Biography/LGBT/Biography: Autobiography
28078,The Birth of Venus,Sarah Dunant,812968972,9780812968972,11/30/2004,Random House,Historical: Historical Fiction/Fiction/Historical/Cultural: Italy/Art/Romance/Adult Fiction/Adult/Book Club/Literature: 15th Century
28086,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,140157514,9780140157512,6/11/1972,Penguin Books Ltd,Fiction/Classics/Magical Realism/Literature/Fantasy/Novels/Historical: Historical Fiction/European Literature: Spanish Literature/Literary Fiction/Cultural: Latin American
28087,Gabriel García Márquez: One Hundred Years of Solitude,Michael  Wood,521316928,9780521316927,5/31/1990,Cambridge University Press,Fiction/Classics/Novels/Literature/Fantasy/Magical Realism/Roman/Literature: Latin American Literature/Literary Fiction/Romance
28093,Far Afield,Susanna Kaysen,679753761,9780679753766,4/19/1994,Vintage,Fiction;Anthropology;Contemporary;Travel;Adventure;Novels;Literary Fiction
28105,The Steps (Steps  #1),Rachel Cohn,689874146,9780689874147,9/1/2004,Simon  Schuster Books for Young Readers,Young Adult/Realistic Fiction/Fiction/Contemporary/Young Adult: Teen/Childrens: Middle Grade/Childrens: Juvenile/Childrens/Family Law: Divorce/Romance
28116,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,743250621,9780743250627,10/10/2005,Simon  Schuster,Nonfiction/Humor/Autobiography: Memoir/Biography/Writing: Books About Books/Biography Memoir/Biography: Autobiography/History/Education/Reference
28134,The Eden Express: A Memoir of Insanity,Mark Vonnegut/Kurt Vonnegut Jr.,1583225439,9781583225431,11/5/2002,Seven Stories Press,Nonfiction/Autobiography: Memoir/Psychology/Biography/Health: Mental Health/Mental Health: Mental Illness/Biography: Autobiography/Biography Memoir/Medical/Health
28148,A Wicked Gentleman (Cavendish Square  #1),Jane Feather,1416525513,9781416525516,3/20/2007,Pocket Star,Romance: Historical Romance/Romance/Historical/Historical: Regency/Historical: Historical Fiction/European Literature: British Literature/Historical Romance: Regency Romance/Fiction/Adult/Literature: 19th Century
28158,A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),David A. Adler/John Wallner/Alexandra Wallner,823408817,9780823408818,3/1/1991,Holiday House,Biography/History/Childrens: Picture Books/North American Hi...: American History/Nonfiction/Childrens/Childrens: 2nd Grade/Politics/Politics: Presidents
28162,Bound In Blood: The Erotic Journey of a Vampire,David Thomas Lord,1575667649,9781575667645,5/1/2001,Kensington,LGBT: Gay/Paranormal: Vampires/Fiction/Adult Fiction: Erotica/Fantasy
28173,On Vital Reserves,William  James/Stephen Vicchio,870611518,9780870611513,4/1/1988,Christian Classics,Mental health.
28184,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),Alexander McCall Smith,1400075718,9781400075713,3/13/2007,Anchor,Mystery/Fiction/Cultural: Africa/Southern Africa: Botswana/Mystery: Crime/Mystery: Detective/Mystery: Cozy Mystery/Humor/Thriller: Mystery Thriller/Audiobook
28185,The Titan's Curse (Percy Jackson and the Olympians  #3),Rick Riordan,1423101456,9781423101451,5/5/2007,Miramax Books,Fantasy/Young Adult/Fantasy: Mythology/Fiction/Childrens: Middle Grade/Adventure/Mythology: Greek Mythology/Childrens/Fantasy: Urban Fantasy/Fantasy: Magic
28186,The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,786856866,9780786856862,4/1/2006,Hyperion Books,Fantasy/Young Adult/Fantasy: Mythology/Fiction/Childrens: Middle Grade/Adventure/Mythology: Greek Mythology/Childrens/Fantasy: Urban Fantasy/Audiobook
28187,The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,786838655,9780786838653,3/1/2006,Disney Hyperion Books,Fantasy/Young Adult/Fantasy: Mythology/Fiction/Childrens: Middle Grade/Adventure/Childrens/Mythology: Greek Mythology/Fantasy: Urban Fantasy/Audiobook
28190,The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,786282258,9780786282258,1/6/2006,Thorndike Press Large Print,Fantasy/Young Adult/Fantasy: Mythology/Fiction/Childrens: Middle Grade/Adventure/Childrens/Mythology: Greek Mythology/Fantasy: Urban Fantasy/Audiobook
28193,When Santa Fell to Earth,Cornelia Funke/Paul   Howard/Oliver G. Latsch,043978204X,9780439782043,10/1/2006,Chicken House / Scholastic,Holiday: Christmas/Fantasy/Childrens/Childrens: Middle Grade/Holiday/Fiction/Young Adult/Adventure/Childrens: Chapter Books/Childrens: Juvenile
28194,Inkheart (Inkworld  #1),Cornelia Funke/Anthea Bell,439709105,9780439709101,6/1/2005,Scholastic Paperbacks,Fantasy/Young Adult/Fiction/Childrens: Middle Grade/Childrens/Adventure/Fantasy: Magic/Writing: Books About Books/Young Adult: Young Adult Fantasy/Audiobook
28195,Inkspell (Inkworld  #2),Cornelia Funke/Anthea Bell,439554004,9780439554008,10/1/2005,The Chicken House,Fantasy/Young Adult/Fiction/Childrens: Middle Grade/Childrens/Adventure/Fantasy: Magic/Writing: Books About Books/Young Adult: Young Adult Fantasy/Audiobook
28196,Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters  #1),Cornelia Funke,439849586,9780439849586,8/1/2006,Chicken House,Fantasy/Childrens/Fiction/Paranormal: Ghosts/European Literature: German Literature/Humor/Fantasy: Paranormal/Horror/Childrens: Juvenile/Audiobook
28200,Ghosthunters and the Muddy Monster of Doom! (Ghosthunters  #4),Cornelia Funke/Helena Ragg-Kirkby,439862698,9780439862691,4/1/2007,Chicken House,Fantasy/Childrens/European Literature: German Literature/Fiction/Horror/Fantasy: Paranormal/Paranormal: Ghosts/Audiobook/Childrens: Middle Grade/Humor
28202,The Metaphysical Club,Louis Menand,7126905,9780007126903,2/1/2010,HarperCollins Publishers,History/Philosophy/Nonfiction/North American Hi...: American History/Biography/Politics/Psychology/Science/Literature: American/Literature: 19th Century
28205,Vulcan's Forge (Philip Mercer  #1),Jack Du Brul,451412109,9780451412102,12/6/2005,Berkley Books,Thriller/Fiction/Adventure/Action/Mystery/Suspense/Spy Thriller: Espionage/Literature: 20th Century/Thriller: Mystery Thriller/Novels
28206,Pandora's Curse (Philip Mercer #4),Jack Du Brul,451409639,9780451409638,9/4/2001,Berkley Books,Thriller/Adventure/Fiction/Mystery/Action/Suspense/Thriller: Mystery Thriller/Historical: Historical Fiction
28207,Charon's Landing (Philip Mercer  #2),Jack Du Brul,451412117,9780451412119,1/3/2006,NAL,Thriller;Fiction;Adventure;Action;Mystery;Suspense
28209,The Medusa Stone (Philip Mercer  #3),Jack Du Brul,451409221,9780451409225,4/1/2000,NAL,Thriller/Fiction/Adventure/Action/Mystery/Spy Thriller: Espionage/Suspense/Historical: Historical Fiction/Adult/Science Fiction
28210,River Of Ruin (Philip Mercer  #5),Jack Du Brul,451410548,9780451410542,12/3/2002,Onyx Books,Thriller;Adventure;Fiction;Action;Mystery;Suspense
28211,Deep Fire Rising (Philip Mercer  #6),Jack Du Brul,451411188,9780451411181,12/2/2003,Berkley Books,Thriller;Fiction;Adventure;Action;Mystery;Suspense
28212,And the Band Played On: Politics  People  and the AIDS Epidemic,Randy Shilts/William Greider,312241356,9780312241353,4/9/2000,Stonewall Inn Editions,Nonfiction/History/LGBT/Politics/Science/Health: Medicine/LGBT: Queer/Medical/Health/Sociology
28213,The Band Played Dixie: Race and the Liberal Conscience at Ole Miss,Nadine Cohodas,684827212,9780684827216,5/5/1997,Free Press,Nonfiction;Race;History
28225,La mezzanine,Nicholson Baker,2264017694,9782264017697,11/18/1998,10/18,Fiction/Novels/Literature/Contemporary/Literature: American/Literary Fiction/Novella/Literature: 20th Century/Classics/The United States Of America
28227,Checkpoint,Nicholson Baker,1400079853,9781400079858,4/12/2005,Vintage,Fiction;Novels;Politics;Literary Fiction;Contemporary;Literature;Adult Fiction;The United States Of America
28228,Double Fold: Libraries and the Assault on Paper,Nicholson Baker,375726217,9780375726217,4/9/2002,Vintage,Nonfiction/Writing: Books About Books/History/Science: Library Science/Library Science: Librarianship/Science/Writing: Essays/Academic: Grad School/Reference/Literature
28231,A Box of Matches,Nicholson Baker,375706038,9780375706035,3/9/2004,Vintage,Fiction/Novels/Literature/Contemporary/Literary Fiction/Literature: American/Humor/Adult/Writing: Essays/Modern
28239,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,618446877,9780618446872,4/5/2004,Mariner Books,Travel/Cultural: Africa/Nonfiction/Autobiography: Memoir/Adventure/History/Travel: Travelogue/Biography/Southern Africa: South Africa/Northern Africa: Egypt
28240,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,618134247,9780618134243,3/23/2003,Houghton Mifflin,Travel/Cultural: Africa/Nonfiction/Autobiography: Memoir/Adventure/History/Travel: Travelogue/Biography/Southern Africa: South Africa/Northern Africa: Egypt
28249,The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,1841493139,9781841493138,1/31/2004,Orbit,Fantasy/Fantasy: Magic/Young Adult/Fiction/Fantasy: High Fantasy/Fantasy: Epic Fantasy/Adventure/Science Fiction Fantasy/Romance/Adult
28250,The Novice (Black Magician Trilogy  #2),Trudi Canavan,1841493147,9781841493145,7/1/2004,Orbit,Fantasy/Fantasy: Magic/Young Adult/Fiction/Fantasy: High Fantasy/Fantasy: Epic Fantasy/Adventure/Science Fiction Fantasy/Romance/Childrens
28251,The High Lord (Black Magician Trilogy  #3),Trudi Canavan,1841493155,9781841493152,11/4/2004,Orbit,Fantasy/Fantasy: Magic/Young Adult/Fiction/Fantasy: High Fantasy/Romance/Fantasy: Epic Fantasy/Adventure/Science Fiction Fantasy/Audiobook
28252,The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,732270952,9780732270957,10/24/2001,Voyager,Fantasy/Fantasy: Magic/Young Adult/Fiction/Fantasy: High Fantasy/Fantasy: Epic Fantasy/Adventure/Science Fiction Fantasy/Romance/Adult
28254,Stone Age Economics,Marshall Sahlins,202010996,9780202010991,12/31/1974,Routledge,Anthropology/Economics/History/Nonfiction/History: Archaeology/Politics/Sociology/Science/Social Science/History: Prehistory
28255,"How ""Natives"" Think: About Captain Cook  For Example",Marshall Sahlins,226733696,9780226733692,10/1/1996,University of Chicago Press,Anthropology;History;Nonfiction;Academic;Religion
28257,The Use and Abuse of Biology: An Anthropological Critique of Sociobiology,Marshall Sahlins,472766007,9780472766000,12/3/1976,University of Michigan Press,Anthropology;Science;Nonfiction
28259,Historical Metaphors and Mythical Realities: Structure in the Early History of the Sandwich Islands Kingdom,Marshall Sahlins,472027212,9780472027217,3/16/1981,University of Michigan Press,Anthropology/Nonfiction/History/Academic: College/Academic: Read For School/Social Science/Academic: School
28272,Legacy of the Darksword (The Darksword  #4),Margaret Weis/Tracy Hickman,055357812X,9780553578126,6/1/1998,Spectra,Fantasy/Fiction/Science Fiction Fantasy/Dungeons and Dragons: Dragonlance/Fantasy: Epic Fantasy/Science Fiction/Fantasy: Magic/Fantasy: High Fantasy/Adventure/Novels
28278,When Rain Clouds Gather,Bessie Head,435909614,9780435909611,6/5/1996,Heinemann Educational Books,Cultural: Africa/Fiction/Southern Africa: Botswana/Literature: African Literature/Southern Africa: South Africa/Literature/Classics/Literary Fiction/Academic: School/Novels
28282,Election,Tom Perrotta,425167283,9780425167281,10/1/1998,Berkley Books,Fiction/Humor/Contemporary/Novels/Adult Fiction/Adult/Humor: Comedy/Literary Fiction/Literature/Young Adult: High School
28289,Joe College,Tom Perrotta,312361785,9780312361785,10/1/2006,St. Martin's Griffin,Fiction/Contemporary/Humor/Novels/Academic: College/Literary Fiction/Realistic Fiction/Adult Fiction/Young Adult: Coming Of Age/Adult
28294,A Void,Georges Perec/Gilbert Adair,1567922961,9781567922967,11/1/2005,Verba Mundi,Fiction/Cultural: France/Literature/European Literature: French Literature/Classics/Mystery/Novels/Roman/Literature: 20th Century/Literary Fiction
28295,Things: A Story of the Sixties; A Man Asleep,Georges Perec/David Bellos/Andrew Leak,1567921574,9781567921571,7/16/2010,David R. Godine Publisher,Fiction/Cultural: France/Literature/Literature: 20th Century/European Literature: French Literature/Novels/Classics/Short Stories/Literary Fiction/Contemporary
28296,W  or the Memory of Childhood,Georges Perec/David Bellos,1567921582,9781567921588,7/1/2010,David R. Godine Publisher,Fiction/Cultural: France/European Literature: French Literature/Classics/Literature: 20th Century/Roman/Literature/War/Novels/Academic: School
28297,Species of Spaces and Other Pieces,Georges Perec/John Sturrock,140189866,9780140189865,8/1/1998,Penguin Classics,Nonfiction/Writing: Essays/Architecture/Cultural: France/Philosophy/Literature/European Literature: French Literature/Art/Classics/Philosophy: Theory
28302,The Daring Young Man on the Flying Trapeze and Other Stories,William Saroyan,081121365X,9780811213653,10/17/1997,New Directions,Short Stories/Fiction/Literature: American/Literature: 20th Century/The United States Of America/Novels/Literary Fiction/Literature/American: American Fiction
28308,My Name is Aram,William Saroyan/Don Freeman,440362059,9780440362050,6/1/1991,Laurel Press,Fiction/Short Stories/Classics/Literature: American/Literature/Novels/Literary Fiction/The United States Of America/Childrens/Humor
28316,Karate Is a Thing of the Spirit,Harry Crews,068802372X,9780688023720,12/31/1983,Quill,Fiction/Combat: Martial Arts/American: Southern/Literature
28336,La disparition,Georges Perec,207071523X,9782070715237,12/31/1990,Gallimard,Fiction/Cultural: France/Literature/European Literature: French Literature/Classics/Mystery/Novels/Roman/Literature: 20th Century/Literary Fiction
28340,Las Noches Blancas. El Jugador. Un Ladrón Honrado. (Sepan Cuantos  #259),Fyodor Dostoyevsky,9684324162,9789684324169,10/28/1998,Porrua,
28344,Los hermanos Karamazov,Fyodor Dostoyevsky/Alexander Pushkin/Guillermo Suazo Pascual,847640509X,9788476405093,7/1/1999,Edaf S.A.,Classics/Cultural: Russia/Literature/Literature: Russian Literature/Philosophy/Novels/Literature: 19th Century/Classics: Classic Literature/Religion/Historical: Historical Fiction
28348,Crime and Punishment,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,679734503,9780679734505,3/2/1993,Vintage Classics,Classics/Fiction/Cultural: Russia/Literature/Literature: Russian Literature/Philosophy/Novels/Mystery: Crime/Literature: 19th Century/Academic: School
28350,I Wish That I Had Duck Feet,Theo LeSieg/Dr. Seuss/Barney Tobey,000717313X,9780007173136,1/5/2004,HarperCollinsChildren’sBooks,Childrens: Picture Books/Childrens/Fiction/Poetry/Humor/Classics/Animals/Kids/Fantasy/Young Adult
28351,And to Think That I Saw It on Mulberry Street,Dr. Seuss,7169922,9780007169924,8/4/2003,Vanguard Press,Childrens/Childrens: Picture Books/Fiction/Classics/Poetry/Humor/Fantasy/Childrens: Juvenile/Kids/Young Adult
28356,I'm the One That I Want,Margaret Cho,345440145,9780345440143,4/30/2002,Ballantine Books,Autobiography: Memoir/Nonfiction/Humor/Biography/Humor: Comedy/Feminism/Biography Memoir/Humor: Comedian/Literature: Asian Literature/LGBT: Queer
28358,Am I That Name?: Feminism And The Category Of Women In History,Denise Riley,816642699,9780816642694,7/22/2003,Univ Of Minnesota Press,Feminism/History/Philosophy: Theory/Gender/Philosophy/Nonfiction/Academic: Read For School
28369,Zazie in the Metro,Raymond Queneau/Barbara Wright/Gilbert Adair,142180041,9780142180044,10/25/2001,Penguin Books Ltd,Cultural: France/Fiction/Classics/European Literature: French Literature/Humor/Novels/Literature: 20th Century/Literature/Roman/Contemporary
28370,The Blue Flowers,Raymond Queneau,811209458,9780811209458,4/17/1985,New Directions,Fiction/Cultural: France/European Literature: French Literature/Classics/Novels/Literature/Unfinished/Contemporary/Humor/Roman
28371,Witch Grass,Raymond Queneau/Barbara Wright,1590170318,9781590170311,1/31/2003,NYRB Classics,Fiction/Cultural: France/European Literature: French Literature/Classics/Novels/Humor/Literature/Literary Fiction/Literature: 20th Century/Unfinished
28372,The Last Days,Raymond Queneau/Barbara Wright/Vivian Kogan,1564781402,9781564781406,9/1/1996,Dalkey Archive Press,Fiction/Cultural: France/European Literature: French Literature/Novels/Literature: 20th Century/Literature
28375,The Flight of Icarus,Raymond Queneau/Barbara Wright,811204839,9780811204835,1/17/1973,New Directions,Fiction/Cultural: France/European Literature: French Literature/Literature: 20th Century/Novels/Classics/Literature/Plays/Humor/Literature: 19th Century
28377,Heartsnatcher,Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock,1564782999,9781564782991,10/3/2003,Dalkey Archive Press,Fiction/Cultural: France/European Literature: French Literature/Novels/Classics/Literature: 20th Century/Literature/Roman/Fantasy/Surreal
28381,Dead Souls,Nikolai Gogol/Robert A. Maguire/Zlatko Crnković,140448071,9780140448078,7/29/2004,Penguin Classics,Classics/Fiction/Cultural: Russia/Literature: Russian Literature/Literature/Novels/Literature: 19th Century/Historical: Historical Fiction/Humor/Classics: Classic Literature
28382,Diary of a Madman and Other Stories,Nikolai Gogol,486452352,9780486452357,12/29/2006,Dover Publications,Classics/Fiction/Short Stories/Cultural: Russia/Literature: Russian Literature/Literature/Literature: 19th Century/Novels/Classics: Classic Literature/Historical: Historical Fiction
28385,In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve/Christopher Prendergast,143039075,9780143039075,1/25/2005,Penguin Classics,Classics/Fiction/Cultural: France/European Literature: French Literature/Literature/Novels/Literature: 20th Century/Literary Fiction/Philosophy/Romance
28388,Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,393321800,9780393321807,8/17/2001,W. W. Norton  Company,Nonfiction/Criticism: Literary Criticism/Literature/Criticism/Writing: Books About Books/Cultural: France/Classics/Biography/Writing: Essays/European Literature: French Literature
28389,Marcel Proust: A Life,William C. Carter,300094000,9780300094008,2/8/2002,Yale University Press,Biography/Nonfiction/Cultural: France/History/Literature/Biography Memoir/European Literature: French Literature/Literary Fiction/Literature: 20th Century/LGBT
28392,Within a Budding Grove  Volume 2 (Remembrance of Things Past  #3),Stéphane Heuet/Stanislas Brézet/Marcel Proust,1561633429,9781561633425,1/1/2003,ComicsLit,Sequential Art: Graphic Novels/Sequential Art: Comics/Classics/Fiction/European Literature: French Literature
28393,In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve,670032778,9780670032778,2/2/2004,Viking Adult,Classics/Fiction/Cultural: France/European Literature: French Literature/Literature/Novels/Literature: 20th Century/Literary Fiction/Philosophy/Romance
28395,Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,394711831,9780394711836,8/27/1982,Vintage,Fiction/Classics/Literature/Cultural: France/Novels/European Literature: French Literature/Literature: 20th Century/Literary Fiction/Philosophy/Classics: Classic Literature
28396,The Illustrated Man,Ray Bradbury,881031909,9780881031904,11/1/1983,Turtleback Books,Science Fiction;Short Stories;Fiction;Classics;Fantasy;Horror;Science Fiction Fantasy;Literature;Anthologies;Speculative Fiction
28400,Combray (Remembrance of Things Past  #1),Stéphane Heuet/Marcel Proust/Joe  Johnson,1561632899,9781561632893,1/1/2001,Nantier Beall Minoustchine Publishing,Sequential Art: Graphic Novels/Sequential Art: Comics/Fiction/Cultural: France/Classics/Sequential Art: Bande Dessinée/Graphic Novels Comics/Literary Fiction/Comics: Comic Book
28404,Proust And Signs: The Complete Text,Gilles Deleuze/Richard Howard,816632588,9780816632589,10/6/2003,Univ Of Minnesota Press,Philosophy/Nonfiction/Philosophy: Theory/Criticism: Literary Criticism/Cultural: France/Criticism/European Literature: French Literature/Literature: 20th Century/Writing: Essays/Art
28407,Germinal,Émile Zola/Roger Pearson,140447423,9780140447422,1/29/2004,Penguin Classics,Classics/Fiction/Cultural: France/European Literature: French Literature/Literature/Historical: Historical Fiction/Literature: 19th Century/Novels/Roman/Historical
28408,Taxi Driver,Amy Taubin,851703933,9780851703930,3/28/2000,British Film Institute,Culture: Film/Nonfiction/Criticism
28409,The Masterpiece,Émile Zola/Roger Pearson,192839632,9780192839633,7/22/1999,Oxford University Press,Classics/Cultural: France/Fiction/European Literature: French Literature/Art/Literature: 19th Century/Literature/Novels/Roman/Literary Fiction
28411,His Excellency (Les Rougon-Macquart  #6),Émile Zola/Andrew Moore/Ernest Alfred Vizetelly,1595690557,9781595690555,9/28/2006,MONDIAL,Classics/Cultural: France/European Literature: French Literature/Fiction/Literature: 19th Century/Literature/Roman/Novels/Historical: Historical Fiction/Classics: Classic Literature
28413,The Ladies' Paradise,Émile Zola/Robin Buss/Brian  Nelson,192836021,9780192836021,9/1/2008,Oxford University Press,Classics/Fiction/Cultural: France/European Literature: French Literature/Historical: Historical Fiction/Literature: 19th Century/Romance/Novels/Historical/Literature
